Point,Corner,mc_iteration,Pass/Fail,"value(VT(""/I15/I26<127>/net7"") 8e-09)"
932,C1,932,,438.8e-3
933,C1,933,,439.9e-3
934,C1,934,,438.4e-3
935,C1,935,,438.8e-3
936,C1,936,,440e-3
937,C1,937,,439.5e-3
938,C1,938,,437.4e-3
939,C1,939,,439.5e-3
940,C1,940,,440.3e-3
941,C1,941,,437.7e-3
942,C1,942,,440.1e-3
943,C1,943,,440.1e-3
944,C1,944,,439.2e-3
945,C1,945,,438.7e-3
946,C1,946,,440e-3
947,C1,947,,440.1e-3
948,C1,948,,438.7e-3
949,C1,949,,439e-3
950,C1,950,,439e-3
951,C1,951,,439.8e-3
952,C1,952,,439.8e-3
953,C1,953,,439.2e-3
954,C1,954,,439.7e-3
955,C1,955,,439.7e-3
956,C1,956,,439.1e-3
957,C1,957,,439.4e-3
958,C1,958,,440.5e-3
959,C1,959,,438.2e-3
960,C1,960,,440.7e-3
961,C1,961,,439.5e-3
962,C1,962,,437.7e-3
963,C1,963,,440.6e-3
964,C1,964,,439.4e-3
965,C1,965,,438.5e-3
966,C1,966,,438.8e-3
967,C1,967,,440.1e-3
968,C1,968,,439e-3
969,C1,969,,440.1e-3
970,C1,970,,439.5e-3
971,C1,971,,439.4e-3
972,C1,972,,439.4e-3
973,C1,973,,437.8e-3
974,C1,974,,439.4e-3
975,C1,975,,439.1e-3
976,C1,976,,440e-3
977,C1,977,,439.3e-3
978,C1,978,,440.2e-3
979,C1,979,,438.3e-3
980,C1,980,,439.6e-3
981,C1,981,,439.4e-3
982,C1,982,,439.2e-3
983,C1,983,,438.7e-3
984,C1,984,,439.7e-3
985,C1,985,,438.8e-3
986,C1,986,,439.3e-3
987,C1,987,,441.1e-3
988,C1,988,,441e-3
989,C1,989,,438.2e-3
990,C1,990,,438.7e-3
991,C1,991,,439.2e-3
992,C1,992,,438.7e-3
993,C1,993,,439.9e-3
994,C1,994,,440.2e-3
995,C1,995,,439e-3
996,C1,996,,438e-3
997,C1,997,,439.8e-3
998,C1,998,,440e-3
999,C1,999,,438.8e-3
1e3,C1,1e3,,439.9e-3
1.001e3,C1,1.001e3,,438.5e-3
1.002e3,C1,1.002e3,,438.5e-3
1.003e3,C1,1.003e3,,439.5e-3
1.004e3,C1,1.004e3,,440.1e-3
1.005e3,C1,1.005e3,,440.2e-3
1.006e3,C1,1.006e3,,439.2e-3
1.007e3,C1,1.007e3,,439.6e-3
1.008e3,C1,1.008e3,,440e-3
1.009e3,C1,1.009e3,,438.7e-3
1.01e3,C1,1.01e3,,439.1e-3
1.011e3,C1,1.011e3,,439.5e-3
1.012e3,C1,1.012e3,,440e-3
1.013e3,C1,1.013e3,,439.6e-3
1.014e3,C1,1.014e3,,439.2e-3
1.015e3,C1,1.015e3,,439.7e-3
1.016e3,C1,1.016e3,,438.6e-3
1.017e3,C1,1.017e3,,439.9e-3
1.018e3,C1,1.018e3,,437.3e-3
1.019e3,C1,1.019e3,,439.7e-3
1.02e3,C1,1.02e3,,439e-3
1.021e3,C1,1.021e3,,439.4e-3
1.022e3,C1,1.022e3,,440e-3
1.023e3,C1,1.023e3,,438.5e-3
1.024e3,C1,1.024e3,,439.4e-3
1.025e3,C1,1.025e3,,438.8e-3
1.026e3,C1,1.026e3,,437.5e-3
1.027e3,C1,1.027e3,,439.8e-3
1.028e3,C1,1.028e3,,440.1e-3
1.029e3,C1,1.029e3,,438.5e-3
1.03e3,C1,1.03e3,,439.3e-3
1.031e3,C1,1.031e3,,440.5e-3
1.032e3,C1,1.032e3,,439.2e-3
1.033e3,C1,1.033e3,,439.8e-3
1.034e3,C1,1.034e3,,440.4e-3
1.035e3,C1,1.035e3,,440.3e-3
1.036e3,C1,1.036e3,,438.5e-3
1.037e3,C1,1.037e3,,440e-3
1.038e3,C1,1.038e3,,440.1e-3
1.039e3,C1,1.039e3,,438.3e-3
1.04e3,C1,1.04e3,,439.4e-3
1.041e3,C1,1.041e3,,440.6e-3
1.042e3,C1,1.042e3,,439.5e-3
1.043e3,C1,1.043e3,,438.8e-3
1.044e3,C1,1.044e3,,438e-3
1.045e3,C1,1.045e3,,439.1e-3
1.046e3,C1,1.046e3,,440.1e-3
1.047e3,C1,1.047e3,,439.8e-3
1.048e3,C1,1.048e3,,438.9e-3
1.049e3,C1,1.049e3,,438.7e-3
1.05e3,C1,1.05e3,,438.8e-3
1.051e3,C1,1.051e3,,440.6e-3
1.052e3,C1,1.052e3,,438.5e-3
1.053e3,C1,1.053e3,,439.2e-3
1.054e3,C1,1.054e3,,438.3e-3
1.055e3,C1,1.055e3,,440.6e-3
1.056e3,C1,1.056e3,,439.2e-3
1.057e3,C1,1.057e3,,438.4e-3
1.058e3,C1,1.058e3,,439.8e-3
1.059e3,C1,1.059e3,,438.9e-3
1.06e3,C1,1.06e3,,439.1e-3
1.061e3,C1,1.061e3,,439.8e-3
1.062e3,C1,1.062e3,,439.8e-3
1.063e3,C1,1.063e3,,440.1e-3
1.064e3,C1,1.064e3,,439.2e-3
1.065e3,C1,1.065e3,,439.8e-3
1.066e3,C1,1.066e3,,439.6e-3
1.067e3,C1,1.067e3,,437.6e-3
1.068e3,C1,1.068e3,,440.9e-3
1.069e3,C1,1.069e3,,438.6e-3
1.07e3,C1,1.07e3,,438.1e-3
1.071e3,C1,1.071e3,,440.8e-3
1.072e3,C1,1.072e3,,439.6e-3
1.073e3,C1,1.073e3,,439.2e-3
1.074e3,C1,1.074e3,,438.5e-3
1.075e3,C1,1.075e3,,440.7e-3
1.076e3,C1,1.076e3,,439.4e-3
1.077e3,C1,1.077e3,,438e-3
1.078e3,C1,1.078e3,,438.3e-3
1.079e3,C1,1.079e3,,440.7e-3
1.08e3,C1,1.08e3,,439.5e-3
1.081e3,C1,1.081e3,,439.4e-3
1.082e3,C1,1.082e3,,439.4e-3
1.083e3,C1,1.083e3,,439.2e-3
1.084e3,C1,1.084e3,,439.3e-3
1.085e3,C1,1.085e3,,441.2e-3
1.086e3,C1,1.086e3,,439.5e-3
1.087e3,C1,1.087e3,,439.1e-3
1.088e3,C1,1.088e3,,438.7e-3
1.089e3,C1,1.089e3,,438.6e-3
1.09e3,C1,1.09e3,,439.3e-3
1.091e3,C1,1.091e3,,439.6e-3
1.092e3,C1,1.092e3,,440.7e-3
1.093e3,C1,1.093e3,,439.1e-3
1.094e3,C1,1.094e3,,438.2e-3
1.095e3,C1,1.095e3,,440.1e-3
1.096e3,C1,1.096e3,,438.4e-3
1.097e3,C1,1.097e3,,439.6e-3
1.098e3,C1,1.098e3,,439.8e-3
1.099e3,C1,1.099e3,,439.5e-3
1.1e3,C1,1.1e3,,438.7e-3
1.101e3,C1,1.101e3,,439.2e-3
1.102e3,C1,1.102e3,,439.7e-3
1.103e3,C1,1.103e3,,438.7e-3
1.104e3,C1,1.104e3,,439e-3
1.105e3,C1,1.105e3,,440.3e-3
1.106e3,C1,1.106e3,,438.5e-3
1.107e3,C1,1.107e3,,439.2e-3
1.108e3,C1,1.108e3,,439.7e-3
1.109e3,C1,1.109e3,,440e-3
1.11e3,C1,1.11e3,,440.1e-3
1.111e3,C1,1.111e3,,438.8e-3
1.112e3,C1,1.112e3,,439.4e-3
1.113e3,C1,1.113e3,,439.4e-3
1.114e3,C1,1.114e3,,437.7e-3
1.115e3,C1,1.115e3,,439.7e-3
1.116e3,C1,1.116e3,,440e-3
1.117e3,C1,1.117e3,,439.4e-3
1.118e3,C1,1.118e3,,439.4e-3
1.119e3,C1,1.119e3,,439.7e-3
1.12e3,C1,1.12e3,,439.4e-3
1.121e3,C1,1.121e3,,439.2e-3
1.122e3,C1,1.122e3,,440.7e-3
1.123e3,C1,1.123e3,,439.9e-3
1.124e3,C1,1.124e3,,440.2e-3
1.125e3,C1,1.125e3,,440e-3
1.126e3,C1,1.126e3,,438.9e-3
1.127e3,C1,1.127e3,,437.8e-3
1.128e3,C1,1.128e3,,440e-3
1.129e3,C1,1.129e3,,439.3e-3
1.13e3,C1,1.13e3,,438.8e-3
1.131e3,C1,1.131e3,,441e-3
1.132e3,C1,1.132e3,,439.8e-3
1.133e3,C1,1.133e3,,438.5e-3
1.134e3,C1,1.134e3,,439.4e-3
1.135e3,C1,1.135e3,,440.6e-3
1.136e3,C1,1.136e3,,439.3e-3
1.137e3,C1,1.137e3,,439.3e-3
1.138e3,C1,1.138e3,,439.3e-3
1.139e3,C1,1.139e3,,440.8e-3
1.14e3,C1,1.14e3,,439.9e-3
1.141e3,C1,1.141e3,,439.2e-3
1.142e3,C1,1.142e3,,439.6e-3
1.143e3,C1,1.143e3,,439.5e-3
1.144e3,C1,1.144e3,,439e-3
1.145e3,C1,1.145e3,,439.9e-3
1.146e3,C1,1.146e3,,439.6e-3
1.147e3,C1,1.147e3,,438.7e-3
1.148e3,C1,1.148e3,,439e-3
1.149e3,C1,1.149e3,,439.3e-3
1.15e3,C1,1.15e3,,439.7e-3
1.151e3,C1,1.151e3,,438.6e-3
1.152e3,C1,1.152e3,,440.8e-3
1.153e3,C1,1.153e3,,439.1e-3
1.154e3,C1,1.154e3,,439e-3
1.155e3,C1,1.155e3,,440e-3
1.156e3,C1,1.156e3,,439.5e-3
1.157e3,C1,1.157e3,,438.5e-3
1.158e3,C1,1.158e3,,438.7e-3
1.159e3,C1,1.159e3,,441.2e-3
1.16e3,C1,1.16e3,,438.2e-3
1.161e3,C1,1.161e3,,439.8e-3
1.162e3,C1,1.162e3,,439.8e-3
1.163e3,C1,1.163e3,,438e-3
1.164e3,C1,1.164e3,,439.1e-3
1.165e3,C1,1.165e3,,440.6e-3
1.166e3,C1,1.166e3,,440e-3
1.167e3,C1,1.167e3,,439.1e-3
1.168e3,C1,1.168e3,,439.3e-3
1.169e3,C1,1.169e3,,439.2e-3
1.17e3,C1,1.17e3,,439e-3
1.171e3,C1,1.171e3,,437.9e-3
1.172e3,C1,1.172e3,,438.2e-3
1.173e3,C1,1.173e3,,440.3e-3
1.174e3,C1,1.174e3,,438.4e-3
1.175e3,C1,1.175e3,,438.4e-3
1.176e3,C1,1.176e3,,439.3e-3
1.177e3,C1,1.177e3,,439.4e-3
1.178e3,C1,1.178e3,,439.1e-3
1.179e3,C1,1.179e3,,440.4e-3
1.18e3,C1,1.18e3,,439.2e-3
1.181e3,C1,1.181e3,,439.9e-3
1.182e3,C1,1.182e3,,437.6e-3
1.183e3,C1,1.183e3,,441.3e-3
1.184e3,C1,1.184e3,,438.7e-3
1.185e3,C1,1.185e3,,438e-3
1.186e3,C1,1.186e3,,439.7e-3
1.187e3,C1,1.187e3,,438.7e-3
1.188e3,C1,1.188e3,,438.4e-3
1.189e3,C1,1.189e3,,438.4e-3
1.19e3,C1,1.19e3,,440.1e-3
1.191e3,C1,1.191e3,,439.2e-3
1.192e3,C1,1.192e3,,439.4e-3
1.193e3,C1,1.193e3,,439.6e-3
1.194e3,C1,1.194e3,,439.1e-3
1.195e3,C1,1.195e3,,440.8e-3
1.196e3,C1,1.196e3,,440.6e-3
1.197e3,C1,1.197e3,,438.5e-3
1.198e3,C1,1.198e3,,438.8e-3
1.199e3,C1,1.199e3,,440.2e-3
1.2e3,C1,1.2e3,,441.1e-3
1.201e3,C1,1.201e3,,438.3e-3
1.202e3,C1,1.202e3,,438.4e-3
1.203e3,C1,1.203e3,,439.6e-3
1.204e3,C1,1.204e3,,438.5e-3
1.205e3,C1,1.205e3,,439.4e-3
1.206e3,C1,1.206e3,,438.8e-3
1.207e3,C1,1.207e3,,441.3e-3
1.208e3,C1,1.208e3,,438.3e-3
1.209e3,C1,1.209e3,,439.9e-3
1.21e3,C1,1.21e3,,440.1e-3
1.211e3,C1,1.211e3,,438.9e-3
1.212e3,C1,1.212e3,,438.6e-3
1.213e3,C1,1.213e3,,440.2e-3
1.214e3,C1,1.214e3,,440.7e-3
1.215e3,C1,1.215e3,,438.5e-3
1.216e3,C1,1.216e3,,440e-3
1.217e3,C1,1.217e3,,439.3e-3
1.218e3,C1,1.218e3,,439.2e-3
1.219e3,C1,1.219e3,,440.6e-3
1.22e3,C1,1.22e3,,438.7e-3
1.221e3,C1,1.221e3,,438.9e-3
1.222e3,C1,1.222e3,,437.8e-3
1.223e3,C1,1.223e3,,440.6e-3
1.224e3,C1,1.224e3,,438.4e-3
1.225e3,C1,1.225e3,,440.3e-3
1.226e3,C1,1.226e3,,439.6e-3
1.227e3,C1,1.227e3,,439.3e-3
1.228e3,C1,1.228e3,,439.6e-3
1.229e3,C1,1.229e3,,440.5e-3
1.23e3,C1,1.23e3,,438.9e-3
1.231e3,C1,1.231e3,,439.8e-3
1.232e3,C1,1.232e3,,439.5e-3
1.233e3,C1,1.233e3,,439.6e-3
1.234e3,C1,1.234e3,,440.1e-3
1.235e3,C1,1.235e3,,437.2e-3
1.236e3,C1,1.236e3,,439e-3
1.237e3,C1,1.237e3,,440.4e-3
1.238e3,C1,1.238e3,,439.9e-3
1.239e3,C1,1.239e3,,439.3e-3
1.24e3,C1,1.24e3,,437.7e-3
1.241e3,C1,1.241e3,,438.3e-3
1.242e3,C1,1.242e3,,438.3e-3
1.243e3,C1,1.243e3,,439.9e-3
1.244e3,C1,1.244e3,,440.1e-3
1.245e3,C1,1.245e3,,438.1e-3
1.246e3,C1,1.246e3,,440e-3
1.247e3,C1,1.247e3,,439.9e-3
1.248e3,C1,1.248e3,,439.4e-3
1.249e3,C1,1.249e3,,439.7e-3
1.25e3,C1,1.25e3,,439.7e-3
1.251e3,C1,1.251e3,,439.1e-3
1.252e3,C1,1.252e3,,438.8e-3
1.253e3,C1,1.253e3,,440.1e-3
1.254e3,C1,1.254e3,,438.7e-3
1.255e3,C1,1.255e3,,439.7e-3
1.256e3,C1,1.256e3,,438.9e-3
1.257e3,C1,1.257e3,,440e-3
1.258e3,C1,1.258e3,,438.7e-3
1.259e3,C1,1.259e3,,440.6e-3
1.26e3,C1,1.26e3,,439.2e-3
1.261e3,C1,1.261e3,,439.3e-3
1.262e3,C1,1.262e3,,439.7e-3
1.263e3,C1,1.263e3,,440.1e-3
1.264e3,C1,1.264e3,,440e-3
1.265e3,C1,1.265e3,,438.3e-3
1.266e3,C1,1.266e3,,439e-3
1.267e3,C1,1.267e3,,440e-3
1.268e3,C1,1.268e3,,440.1e-3
1.269e3,C1,1.269e3,,439.6e-3
1.27e3,C1,1.27e3,,438.5e-3
1.271e3,C1,1.271e3,,439.2e-3
1.272e3,C1,1.272e3,,439.3e-3
1.273e3,C1,1.273e3,,441e-3
1.274e3,C1,1.274e3,,440.5e-3
1.275e3,C1,1.275e3,,438.2e-3
1.276e3,C1,1.276e3,,439.6e-3
1.277e3,C1,1.277e3,,439.2e-3
1.278e3,C1,1.278e3,,439.2e-3
1.279e3,C1,1.279e3,,439e-3
1.28e3,C1,1.28e3,,439.2e-3
1.281e3,C1,1.281e3,,440.2e-3
1.282e3,C1,1.282e3,,439.4e-3
1.283e3,C1,1.283e3,,439.2e-3
1.284e3,C1,1.284e3,,439.9e-3
1.285e3,C1,1.285e3,,439.2e-3
1.286e3,C1,1.286e3,,438.7e-3
1.287e3,C1,1.287e3,,438.8e-3
1.288e3,C1,1.288e3,,441.6e-3
1.289e3,C1,1.289e3,,438.1e-3
1.29e3,C1,1.29e3,,439.1e-3
1.291e3,C1,1.291e3,,440e-3
1.292e3,C1,1.292e3,,439.4e-3
1.293e3,C1,1.293e3,,439.5e-3
1.294e3,C1,1.294e3,,439.2e-3
1.295e3,C1,1.295e3,,439.2e-3
1.296e3,C1,1.296e3,,438.5e-3
1.297e3,C1,1.297e3,,439.3e-3
1.298e3,C1,1.298e3,,440.3e-3
1.299e3,C1,1.299e3,,440.1e-3
1.3e3,C1,1.3e3,,440.2e-3
1.301e3,C1,1.301e3,,439.1e-3
1.302e3,C1,1.302e3,,437.1e-3
1.303e3,C1,1.303e3,,440.4e-3
1.304e3,C1,1.304e3,,439.4e-3
1.305e3,C1,1.305e3,,439.9e-3
1.306e3,C1,1.306e3,,438.3e-3
1.307e3,C1,1.307e3,,438.4e-3
1.308e3,C1,1.308e3,,439e-3
1.309e3,C1,1.309e3,,440.2e-3
1.31e3,C1,1.31e3,,440.9e-3
1.311e3,C1,1.311e3,,438.6e-3
1.312e3,C1,1.312e3,,438.5e-3
1.313e3,C1,1.313e3,,439.8e-3
1.314e3,C1,1.314e3,,438.7e-3
1.315e3,C1,1.315e3,,439.4e-3
1.316e3,C1,1.316e3,,440.2e-3
1.317e3,C1,1.317e3,,439.6e-3
1.318e3,C1,1.318e3,,438.1e-3
1.319e3,C1,1.319e3,,439.7e-3
1.32e3,C1,1.32e3,,438.9e-3
1.321e3,C1,1.321e3,,441.1e-3
1.322e3,C1,1.322e3,,439.8e-3
1.323e3,C1,1.323e3,,439.9e-3
1.324e3,C1,1.324e3,,438.4e-3
1.325e3,C1,1.325e3,,440.3e-3
1.326e3,C1,1.326e3,,439.9e-3
1.327e3,C1,1.327e3,,438.2e-3
1.328e3,C1,1.328e3,,439.1e-3
1.329e3,C1,1.329e3,,438.6e-3
1.33e3,C1,1.33e3,,440.6e-3
1.331e3,C1,1.331e3,,439.2e-3
1.332e3,C1,1.332e3,,439.3e-3
1.333e3,C1,1.333e3,,440.1e-3
1.334e3,C1,1.334e3,,440.8e-3
1.335e3,C1,1.335e3,,438.2e-3
1.336e3,C1,1.336e3,,440.5e-3
1.337e3,C1,1.337e3,,439.1e-3
1.338e3,C1,1.338e3,,438.4e-3
1.339e3,C1,1.339e3,,440.2e-3
1.34e3,C1,1.34e3,,440.1e-3
1.341e3,C1,1.341e3,,438.3e-3
1.342e3,C1,1.342e3,,438.7e-3
1.343e3,C1,1.343e3,,438.4e-3
1.344e3,C1,1.344e3,,439.3e-3
1.345e3,C1,1.345e3,,440e-3
1.346e3,C1,1.346e3,,439.5e-3
1.347e3,C1,1.347e3,,438.9e-3
1.348e3,C1,1.348e3,,437.8e-3
1.349e3,C1,1.349e3,,439.2e-3
1.35e3,C1,1.35e3,,439.2e-3
1.351e3,C1,1.351e3,,439.9e-3
1.352e3,C1,1.352e3,,439.1e-3
1.353e3,C1,1.353e3,,438.9e-3
1.354e3,C1,1.354e3,,439.4e-3
1.355e3,C1,1.355e3,,440.4e-3
1.356e3,C1,1.356e3,,440.6e-3
1.357e3,C1,1.357e3,,439e-3
1.358e3,C1,1.358e3,,438.1e-3
1.359e3,C1,1.359e3,,440.2e-3
1.36e3,C1,1.36e3,,440.3e-3
1.361e3,C1,1.361e3,,439e-3
1.362e3,C1,1.362e3,,438.7e-3
1.363e3,C1,1.363e3,,439.8e-3
1.364e3,C1,1.364e3,,440.2e-3
1.365e3,C1,1.365e3,,438.5e-3
1.366e3,C1,1.366e3,,438.7e-3
1.367e3,C1,1.367e3,,441.1e-3
1.368e3,C1,1.368e3,,438.2e-3
1.369e3,C1,1.369e3,,439.1e-3
1.37e3,C1,1.37e3,,439.7e-3
1.371e3,C1,1.371e3,,439e-3
1.372e3,C1,1.372e3,,439.4e-3
1.373e3,C1,1.373e3,,441.2e-3
1.374e3,C1,1.374e3,,439e-3
1.375e3,C1,1.375e3,,439.1e-3
1.376e3,C1,1.376e3,,440.4e-3
1.377e3,C1,1.377e3,,439.6e-3
1.378e3,C1,1.378e3,,438.5e-3
1.379e3,C1,1.379e3,,439.6e-3
1.38e3,C1,1.38e3,,441.3e-3
1.381e3,C1,1.381e3,,438e-3
1.382e3,C1,1.382e3,,438.2e-3
1.383e3,C1,1.383e3,,440.4e-3
1.384e3,C1,1.384e3,,439.1e-3
1.385e3,C1,1.385e3,,439.3e-3
1.386e3,C1,1.386e3,,440.9e-3
1.387e3,C1,1.387e3,,438.5e-3
1.388e3,C1,1.388e3,,439.4e-3
1.389e3,C1,1.389e3,,438.5e-3
1.39e3,C1,1.39e3,,439.7e-3
1.391e3,C1,1.391e3,,438.4e-3
1.392e3,C1,1.392e3,,440e-3
1.393e3,C1,1.393e3,,437.1e-3
1.394e3,C1,1.394e3,,439.1e-3
1.395e3,C1,1.395e3,,439.2e-3
1.396e3,C1,1.396e3,,438.9e-3
1.397e3,C1,1.397e3,,440.1e-3
1.398e3,C1,1.398e3,,440.6e-3
1.399e3,C1,1.399e3,,438.6e-3
1.4e3,C1,1.4e3,,438.8e-3
1.401e3,C1,1.401e3,,439.2e-3
1.402e3,C1,1.402e3,,439.2e-3
1.403e3,C1,1.403e3,,440.4e-3
1.404e3,C1,1.404e3,,440e-3
1.405e3,C1,1.405e3,,439.4e-3
1.406e3,C1,1.406e3,,439.3e-3
1.407e3,C1,1.407e3,,439.8e-3
1.408e3,C1,1.408e3,,438e-3
1.409e3,C1,1.409e3,,440.5e-3
1.41e3,C1,1.41e3,,438e-3
1.411e3,C1,1.411e3,,438.5e-3
1.412e3,C1,1.412e3,,439.9e-3
1.413e3,C1,1.413e3,,439.4e-3
1.414e3,C1,1.414e3,,439.4e-3
1.415e3,C1,1.415e3,,438.6e-3
1.416e3,C1,1.416e3,,439.5e-3
1.417e3,C1,1.417e3,,439.2e-3
1.418e3,C1,1.418e3,,438.8e-3
1.419e3,C1,1.419e3,,439.5e-3
1.42e3,C1,1.42e3,,439.5e-3
1.421e3,C1,1.421e3,,438.5e-3
1.422e3,C1,1.422e3,,439.9e-3
1.423e3,C1,1.423e3,,440.7e-3
1.424e3,C1,1.424e3,,439.2e-3
1.425e3,C1,1.425e3,,437.9e-3
1.426e3,C1,1.426e3,,439.5e-3
1.427e3,C1,1.427e3,,439.9e-3
1.428e3,C1,1.428e3,,440.3e-3
1.429e3,C1,1.429e3,,438.9e-3
1.43e3,C1,1.43e3,,439.6e-3
1.431e3,C1,1.431e3,,439.4e-3
1.432e3,C1,1.432e3,,439.2e-3
1.433e3,C1,1.433e3,,441.2e-3
1.434e3,C1,1.434e3,,440.2e-3
1.435e3,C1,1.435e3,,438.1e-3
1.436e3,C1,1.436e3,,437.2e-3
1.437e3,C1,1.437e3,,439.3e-3
1.438e3,C1,1.438e3,,441.2e-3
1.439e3,C1,1.439e3,,438.3e-3
1.44e3,C1,1.44e3,,438.2e-3
1.441e3,C1,1.441e3,,439.5e-3
1.442e3,C1,1.442e3,,438.7e-3
1.443e3,C1,1.443e3,,439.9e-3
1.444e3,C1,1.444e3,,440.4e-3
1.445e3,C1,1.445e3,,438e-3
1.446e3,C1,1.446e3,,439.3e-3
1.447e3,C1,1.447e3,,439.5e-3
1.448e3,C1,1.448e3,,438.8e-3
1.449e3,C1,1.449e3,,439.9e-3
1.45e3,C1,1.45e3,,439.5e-3
1.451e3,C1,1.451e3,,438.7e-3
1.452e3,C1,1.452e3,,439.4e-3
1.453e3,C1,1.453e3,,439.5e-3
1.454e3,C1,1.454e3,,440.8e-3
1.455e3,C1,1.455e3,,439.6e-3
1.456e3,C1,1.456e3,,439.5e-3
1.457e3,C1,1.457e3,,440e-3
1.458e3,C1,1.458e3,,439.2e-3
1.459e3,C1,1.459e3,,439.5e-3
1.46e3,C1,1.46e3,,439.1e-3
1.461e3,C1,1.461e3,,438.2e-3
1.462e3,C1,1.462e3,,439.5e-3
1.463e3,C1,1.463e3,,438.7e-3
1.464e3,C1,1.464e3,,441.9e-3
1.465e3,C1,1.465e3,,439e-3
1.466e3,C1,1.466e3,,438.5e-3
1.467e3,C1,1.467e3,,439.4e-3
1.468e3,C1,1.468e3,,439.1e-3
1.469e3,C1,1.469e3,,438.2e-3
1.47e3,C1,1.47e3,,438.5e-3
1.471e3,C1,1.471e3,,440.8e-3
1.472e3,C1,1.472e3,,438.2e-3
1.473e3,C1,1.473e3,,440.4e-3
1.474e3,C1,1.474e3,,440.9e-3
1.475e3,C1,1.475e3,,439.2e-3
1.476e3,C1,1.476e3,,437.5e-3
1.477e3,C1,1.477e3,,439.5e-3
1.478e3,C1,1.478e3,,439.4e-3
1.479e3,C1,1.479e3,,439.8e-3
1.48e3,C1,1.48e3,,439.5e-3
1.481e3,C1,1.481e3,,437.9e-3
1.482e3,C1,1.482e3,,439.9e-3
1.483e3,C1,1.483e3,,439.2e-3
1.484e3,C1,1.484e3,,437.9e-3
1.485e3,C1,1.485e3,,438.9e-3
1.486e3,C1,1.486e3,,440.6e-3
1.487e3,C1,1.487e3,,440.5e-3
1.488e3,C1,1.488e3,,440.8e-3
1.489e3,C1,1.489e3,,439.3e-3
1.49e3,C1,1.49e3,,439e-3
1.491e3,C1,1.491e3,,439.6e-3
1.492e3,C1,1.492e3,,440e-3
1.493e3,C1,1.493e3,,438.4e-3
1.494e3,C1,1.494e3,,438.9e-3
1.495e3,C1,1.495e3,,440.6e-3
1.496e3,C1,1.496e3,,438.8e-3
1.497e3,C1,1.497e3,,439.8e-3
1.498e3,C1,1.498e3,,440.1e-3
1.499e3,C1,1.499e3,,439.6e-3
1.5e3,C1,1.5e3,,439.3e-3
1.501e3,C1,1.501e3,,438.8e-3
1.502e3,C1,1.502e3,,438.6e-3
1.503e3,C1,1.503e3,,439.7e-3
1.504e3,C1,1.504e3,,439.8e-3
1.505e3,C1,1.505e3,,439.2e-3
1.506e3,C1,1.506e3,,439.2e-3
1.507e3,C1,1.507e3,,439.7e-3
1.508e3,C1,1.508e3,,440.1e-3
1.509e3,C1,1.509e3,,437.8e-3
1.51e3,C1,1.51e3,,439.8e-3
1.511e3,C1,1.511e3,,439.3e-3
1.512e3,C1,1.512e3,,438.6e-3
1.513e3,C1,1.513e3,,439.8e-3
1.514e3,C1,1.514e3,,439.7e-3
1.515e3,C1,1.515e3,,438.7e-3
1.516e3,C1,1.516e3,,439.4e-3
1.517e3,C1,1.517e3,,440.4e-3
1.518e3,C1,1.518e3,,440e-3
1.519e3,C1,1.519e3,,438.8e-3
1.52e3,C1,1.52e3,,438.4e-3
1.521e3,C1,1.521e3,,438.7e-3
1.522e3,C1,1.522e3,,440.2e-3
1.523e3,C1,1.523e3,,438.5e-3
1.524e3,C1,1.524e3,,437.1e-3
1.525e3,C1,1.525e3,,440.2e-3
1.526e3,C1,1.526e3,,441e-3
1.527e3,C1,1.527e3,,439.9e-3
1.528e3,C1,1.528e3,,439.4e-3
1.529e3,C1,1.529e3,,438.9e-3
1.53e3,C1,1.53e3,,439e-3
1.531e3,C1,1.531e3,,438e-3
1.532e3,C1,1.532e3,,439e-3
1.533e3,C1,1.533e3,,439.5e-3
1.534e3,C1,1.534e3,,439.6e-3
1.535e3,C1,1.535e3,,440.6e-3
1.536e3,C1,1.536e3,,439.2e-3
1.537e3,C1,1.537e3,,439e-3
1.538e3,C1,1.538e3,,439.8e-3
1.539e3,C1,1.539e3,,437.8e-3
1.54e3,C1,1.54e3,,440.9e-3
1.541e3,C1,1.541e3,,439.1e-3
1.542e3,C1,1.542e3,,439.8e-3
1.543e3,C1,1.543e3,,438.6e-3
1.544e3,C1,1.544e3,,439.4e-3
1.545e3,C1,1.545e3,,440.1e-3
1.546e3,C1,1.546e3,,439.3e-3
1.547e3,C1,1.547e3,,438.5e-3
1.548e3,C1,1.548e3,,438.8e-3
1.549e3,C1,1.549e3,,439e-3
1.55e3,C1,1.55e3,,440.6e-3
1.551e3,C1,1.551e3,,438.7e-3
1.552e3,C1,1.552e3,,439.3e-3
1.553e3,C1,1.553e3,,439.1e-3
1.554e3,C1,1.554e3,,439.3e-3
1.555e3,C1,1.555e3,,438.9e-3
1.556e3,C1,1.556e3,,439e-3
1.557e3,C1,1.557e3,,441e-3
1.558e3,C1,1.558e3,,440.3e-3
1.559e3,C1,1.559e3,,439e-3
1.56e3,C1,1.56e3,,439.8e-3
1.561e3,C1,1.561e3,,439.4e-3
1.562e3,C1,1.562e3,,438.8e-3
1.563e3,C1,1.563e3,,440.6e-3
1.564e3,C1,1.564e3,,440e-3
1.565e3,C1,1.565e3,,437.7e-3
1.566e3,C1,1.566e3,,439.6e-3
1.567e3,C1,1.567e3,,439.5e-3
